161.9848 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
168.8640 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1.        ,  0.00392157, -1.        ]), fillColorSpace='rgb', fillRGB=array([-1.        ,  0.00392157, -1.        ]), interpolate=True, lineColor=array([-1.        ,  0.00392157, -1.        ]), lineColorSpace='rgb', lineRGB=array([-1.        ,  0.00392157, -1.        ]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
168.9914 	EXP 	Sound beeeep set volume 1.000
168.9916 	EXP 	window1: mouseVisible = True
169.4737 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
169.4740 	EXP 	window1: mouseVisible = True
169.4742 	EXP 	window1: mouseVisible = True
169.4747 	EXP 	window1: mouseVisible = True
169.4752 	EXP 	window1: mouseVisible = True
169.4956 	EXP 	window1: mouseVisible = True
169.4958 	EXP 	window1: mouseVisible = True
169.4964 	EXP 	window1: mouseVisible = True
169.4969 	EXP 	window1: mouseVisible = True
169.5159 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5173 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5187 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5199 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5207 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5215 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5227 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5237 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5246 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5248 	DEBUG 	Uploading Texture Font fontname to graphics card
169.5259 	DEBUG 	Upload of Texture Font fontname complete
169.5274 	EXP 	window1: mouseVisible = True
169.5275 	EXP 	window1: mouseVisible = True
169.5281 	EXP 	window1: mouseVisible = True
169.5286 	EXP 	window1: mouseVisible = True
169.5489 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5502 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5517 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5533 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5544 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5555 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5558 	DEBUG 	Uploading Texture Font fontname to graphics card
169.5602 	DEBUG 	Upload of Texture Font fontname complete
169.5619 	EXP 	window1: mouseVisible = True
169.5621 	EXP 	window1: mouseVisible = True
169.5627 	EXP 	window1: mouseVisible = True
169.5632 	EXP 	window1: mouseVisible = True
169.5832 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5847 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5862 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5874 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5880 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5888 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5904 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5915 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5922 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5930 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
169.5938 	DEBUG 	Uploading Texture Font fontname to graphics card
169.5981 	DEBUG 	Upload of Texture Font fontname complete
0.0106 	EXP 	textbox: autoLog = True
0.0442 	DEBUG 	Read excel file with openpyxl: cond/cond.xlsx
0.0448 	EXP 	Imported cond/cond.xlsx as conditions, 12 conditions, 3 params
0.0479 	EXP 	Created sequence: random, trialTypes=12, nReps=400, seed=None
0.0491 	EXP 	New trial (rep=0, index=0): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
0.0582 	EXP 	Fixation: autoDraw = True
0.1093 	EXP 	polygon: autoDraw = True
1.0094 	INFO 	Keyboard events cleared
1.0587 	EXP 	Fixation: autoDraw = False
3.7855 	DATA 	Keypress: space
3.7911 	EXP 	Fixation: autoDraw = False
3.7911 	EXP 	polygon: autoDraw = False
3.8917 	EXP 	Sound beeeep started
4.2204 	EXP 	Sound beeeep stopped
4.2409 	EXP 	text: autoDraw = True
4.2409 	EXP 	textbox: autoDraw = True
7.3509 	DATA 	Keypress: 1
7.3526 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.3528 	DEBUG 	Uploading Texture Font fontname to graphics card
7.3536 	DEBUG 	Upload of Texture Font fontname complete
7.8666 	DATA 	Keypress: 0
7.8684 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.8687 	DEBUG 	Uploading Texture Font fontname to graphics card
7.8695 	DEBUG 	Upload of Texture Font fontname complete
7.9983 	DATA 	Keypress: 0
9.1938 	DATA 	Mouse: Left button down, pos=(440,134)
9.2136 	EXP 	New trial (rep=0, index=1): {'delay': 0.7, 'freq': 400, 'condition': 'unexp'}
9.2239 	EXP 	text: autoDraw = False
9.2239 	EXP 	textbox: autoDraw = False
9.2239 	EXP 	Fixation: autoDraw = True
9.3247 	EXP 	polygon: autoDraw = True
9.4119 	DATA 	Mouse:  Left button up, pos=(440,134)
10.1448 	DATA 	Keypress: space
10.2249 	INFO 	Keyboard events cleared
10.2245 	EXP 	Fixation: autoDraw = False
11.5627 	DATA 	Keypress: space
11.5740 	EXP 	Fixation: autoDraw = False
11.5740 	EXP 	polygon: autoDraw = False
12.2739 	EXP 	Sound beeeep started
12.6003 	EXP 	Sound beeeep stopped
12.6233 	EXP 	text: autoDraw = True
12.6233 	EXP 	textbox: autoDraw = True
15.6483 	DATA 	Keypress: 2
15.6500 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.6503 	DEBUG 	Uploading Texture Font fontname to graphics card
15.6511 	DEBUG 	Upload of Texture Font fontname complete
16.7928 	DATA 	Keypress: 0
16.9098 	DATA 	Keypress: 0
18.2592 	DATA 	Mouse: Left button down, pos=(440,134)
18.2664 	EXP 	New trial (rep=0, index=2): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
18.2732 	EXP 	text: autoDraw = False
18.2732 	EXP 	textbox: autoDraw = False
18.2732 	EXP 	Fixation: autoDraw = True
18.3732 	EXP 	polygon: autoDraw = True
18.4776 	DATA 	Mouse:  Left button up, pos=(440,134)
19.2734 	INFO 	Keyboard events cleared
19.2730 	EXP 	Fixation: autoDraw = False
19.3950 	DATA 	Keypress: space
19.4064 	EXP 	Fixation: autoDraw = False
19.4064 	EXP 	polygon: autoDraw = False
19.8063 	EXP 	Sound beeeep started
20.0360 	EXP 	Sound beeeep reached end of file
20.0361 	EXP 	Sound beeeep reached end of file
20.0556 	EXP 	text: autoDraw = True
20.0556 	EXP 	textbox: autoDraw = True
22.4253 	DATA 	Keypress: 1
22.7420 	DATA 	Keypress: 0
22.8587 	DATA 	Keypress: 0
23.9587 	DATA 	Mouse: Left button down, pos=(370,136)
23.9660 	EXP 	New trial (rep=0, index=3): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
23.9725 	EXP 	text: autoDraw = False
23.9725 	EXP 	textbox: autoDraw = False
23.9725 	EXP 	Fixation: autoDraw = True
24.0723 	EXP 	polygon: autoDraw = True
24.1940 	DATA 	Mouse:  Left button up, pos=(370,136)
24.7264 	DATA 	Keypress: space
24.9727 	INFO 	Keyboard events cleared
24.9722 	EXP 	Fixation: autoDraw = False
25.5591 	DATA 	Keypress: space
25.5889 	EXP 	Fixation: autoDraw = False
25.5889 	EXP 	polygon: autoDraw = False
25.9887 	EXP 	Sound beeeep started
26.2465 	EXP 	Sound beeeep reached end of file
26.2465 	EXP 	Sound beeeep reached end of file
26.2557 	EXP 	text: autoDraw = True
26.2557 	EXP 	textbox: autoDraw = True
27.0086 	DATA 	Keypress: 1
27.8801 	DATA 	Keypress: 5
27.8819 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
27.8821 	DEBUG 	Uploading Texture Font fontname to graphics card
27.8844 	DEBUG 	Upload of Texture Font fontname complete
28.5293 	DATA 	Keypress: backspace
28.7085 	DATA 	Keypress: backspace
28.8911 	DATA 	Keypress: backspace
31.5082 	DATA 	Keypress: 2
32.0915 	DATA 	Keypress: 5
32.1961 	DATA 	Keypress: 0
33.0746 	DATA 	Mouse: Left button down, pos=(370,136)
33.0821 	EXP 	New trial (rep=0, index=4): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
33.0883 	EXP 	text: autoDraw = False
33.0883 	EXP 	textbox: autoDraw = False
33.0883 	EXP 	Fixation: autoDraw = True
33.1883 	EXP 	polygon: autoDraw = True
33.2919 	DATA 	Mouse:  Left button up, pos=(370,136)
33.8082 	DATA 	Keypress: space
34.0881 	INFO 	Keyboard events cleared
34.0877 	EXP 	Fixation: autoDraw = False
34.1778 	DATA 	Keypress: space
34.1878 	EXP 	Fixation: autoDraw = False
34.1878 	EXP 	polygon: autoDraw = False
34.8877 	EXP 	Sound beeeep started
35.1603 	EXP 	Sound beeeep reached end of file
35.1603 	EXP 	Sound beeeep reached end of file
35.1708 	EXP 	text: autoDraw = True
35.1708 	EXP 	textbox: autoDraw = True
37.1074 	DATA 	Keypress: 6
37.1103 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
37.1107 	DEBUG 	Uploading Texture Font fontname to graphics card
37.1114 	DEBUG 	Upload of Texture Font fontname complete
37.3282 	DATA 	Keypress: 0
37.4565 	DATA 	Keypress: 0
38.3571 	DATA 	Mouse: Left button down, pos=(370,136)
38.3644 	EXP 	New trial (rep=0, index=5): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
38.3707 	EXP 	text: autoDraw = False
38.3707 	EXP 	textbox: autoDraw = False
38.3707 	EXP 	Fixation: autoDraw = True
38.4708 	EXP 	polygon: autoDraw = True
38.5915 	DATA 	Mouse:  Left button up, pos=(370,136)
39.2410 	DATA 	Keypress: space
39.3709 	INFO 	Keyboard events cleared
39.3705 	EXP 	Fixation: autoDraw = False
40.1919 	DATA 	Keypress: space
40.2204 	EXP 	Fixation: autoDraw = False
40.2204 	EXP 	polygon: autoDraw = False
40.9201 	EXP 	Sound beeeep started
41.2562 	EXP 	Sound beeeep stopped
41.2697 	EXP 	text: autoDraw = True
41.2697 	EXP 	textbox: autoDraw = True
43.4226 	DATA 	Keypress: 5
43.7058 	DATA 	Keypress: 0
43.8596 	DATA 	Keypress: 0
44.7228 	DATA 	Mouse: Left button down, pos=(370,136)
44.7298 	EXP 	New trial (rep=0, index=6): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
44.7365 	EXP 	text: autoDraw = False
44.7365 	EXP 	textbox: autoDraw = False
44.7365 	EXP 	Fixation: autoDraw = True
44.8365 	EXP 	polygon: autoDraw = True
44.9411 	DATA 	Mouse:  Left button up, pos=(370,136)
45.3089 	DATA 	Keypress: space
45.7249 	DATA 	Keypress: space
45.7367 	INFO 	Keyboard events cleared
45.7363 	EXP 	Fixation: autoDraw = False
46.2595 	DATA 	Keypress: space
46.2696 	EXP 	Fixation: autoDraw = False
46.2696 	EXP 	polygon: autoDraw = False
46.9693 	EXP 	Sound beeeep started
47.2583 	EXP 	Sound beeeep reached end of file
47.2583 	EXP 	Sound beeeep reached end of file
47.2686 	EXP 	text: autoDraw = True
47.2686 	EXP 	textbox: autoDraw = True
48.0052 	DATA 	Keypress: 8
48.0070 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
48.0072 	DEBUG 	Uploading Texture Font fontname to graphics card
48.0090 	DEBUG 	Upload of Texture Font fontname complete
48.2216 	DATA 	Keypress: 0
48.3548 	DATA 	Keypress: 0
49.3433 	DATA 	Mouse: Left button down, pos=(370,136)
49.3621 	EXP 	New trial (rep=0, index=7): {'delay': 0.1, 'freq': 400, 'condition': 'unexp'}
49.3694 	EXP 	text: autoDraw = False
49.3694 	EXP 	textbox: autoDraw = False
49.3694 	EXP 	Fixation: autoDraw = True
49.4692 	EXP 	polygon: autoDraw = True
49.5576 	DATA 	Mouse:  Left button up, pos=(370,136)
49.6235 	DATA 	Mouse: Left button down, pos=(370,136)
49.8403 	DATA 	Mouse:  Left button up, pos=(370,136)
50.0896 	DATA 	Keypress: space
50.3693 	INFO 	Keyboard events cleared
50.3689 	EXP 	Fixation: autoDraw = False
50.5243 	DATA 	Keypress: space
50.5357 	EXP 	Fixation: autoDraw = False
50.5357 	EXP 	polygon: autoDraw = False
50.6356 	EXP 	Sound beeeep started
50.9452 	EXP 	Sound beeeep stopped
50.9681 	EXP 	text: autoDraw = True
50.9681 	EXP 	textbox: autoDraw = True
52.4880 	DATA 	Keypress: 1
53.1438 	DATA 	Keypress: 0
53.2550 	DATA 	Keypress: 0
54.4376 	DATA 	Mouse: Left button down, pos=(370,136)
54.4445 	EXP 	New trial (rep=0, index=8): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
54.4519 	EXP 	text: autoDraw = False
54.4519 	EXP 	textbox: autoDraw = False
54.4519 	EXP 	Fixation: autoDraw = True
54.5519 	EXP 	polygon: autoDraw = True
54.6565 	DATA 	Mouse:  Left button up, pos=(370,136)
54.7726 	DATA 	Keypress: space
55.1726 	DATA 	Keypress: space
55.4521 	INFO 	Keyboard events cleared
55.4517 	EXP 	Fixation: autoDraw = False
55.5573 	DATA 	Keypress: space
55.5682 	EXP 	Fixation: autoDraw = False
55.5682 	EXP 	polygon: autoDraw = False
55.9683 	EXP 	Sound beeeep started
56.2552 	EXP 	Sound beeeep stopped
56.2682 	EXP 	text: autoDraw = True
56.2682 	EXP 	textbox: autoDraw = True
57.0289 	DATA 	Keypress: 2
57.5874 	DATA 	Keypress: 0
57.7204 	DATA 	Keypress: 0
58.8749 	DATA 	Mouse: Left button down, pos=(370,136)
58.8939 	EXP 	New trial (rep=0, index=9): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
58.9012 	EXP 	text: autoDraw = False
58.9012 	EXP 	textbox: autoDraw = False
58.9012 	EXP 	Fixation: autoDraw = True
59.0012 	EXP 	polygon: autoDraw = True
59.1054 	DATA 	Mouse:  Left button up, pos=(370,136)
59.4217 	DATA 	Keypress: space
59.7052 	DATA 	Keypress: space
59.9014 	INFO 	Keyboard events cleared
59.9010 	EXP 	Fixation: autoDraw = False
59.9736 	DATA 	Keypress: space
59.9843 	EXP 	Fixation: autoDraw = False
59.9843 	EXP 	polygon: autoDraw = False
60.0844 	EXP 	Sound beeeep started
60.4243 	EXP 	Sound beeeep stopped
60.4336 	EXP 	text: autoDraw = True
60.4336 	EXP 	textbox: autoDraw = True
61.8593 	DATA 	Keypress: 1
62.3088 	DATA 	Keypress: 0
63.6709 	DATA 	Keypress: backspace
63.8419 	DATA 	Keypress: backspace
64.0201 	DATA 	Keypress: backspace
64.9487 	DATA 	Keypress: 5
65.0904 	DATA 	Keypress: 0
69.0037 	DATA 	Mouse: Left button down, pos=(412,104)
69.0111 	EXP 	New trial (rep=0, index=10): {'delay': 0.4, 'freq': 400, 'condition': 'unexp'}
69.0169 	EXP 	text: autoDraw = False
69.0169 	EXP 	textbox: autoDraw = False
69.0169 	EXP 	Fixation: autoDraw = True
69.1167 	EXP 	polygon: autoDraw = True
69.2205 	DATA 	Mouse:  Left button up, pos=(412,104)
69.5038 	DATA 	Keypress: space
69.8703 	DATA 	Keypress: space
70.0169 	INFO 	Keyboard events cleared
70.0165 	EXP 	Fixation: autoDraw = False
70.2551 	DATA 	Keypress: space
70.2663 	EXP 	Fixation: autoDraw = False
70.2663 	EXP 	polygon: autoDraw = False
70.6663 	EXP 	Sound beeeep started
70.9471 	EXP 	Sound beeeep reached end of file
70.9472 	EXP 	Sound beeeep reached end of file
70.9658 	EXP 	text: autoDraw = True
70.9658 	EXP 	textbox: autoDraw = True
74.4517 	DATA 	Keypress: 2
74.6520 	DATA 	Keypress: 0
75.6518 	DATA 	Mouse: Left button down, pos=(412,104)
75.6593 	EXP 	New trial (rep=0, index=11): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
75.6658 	EXP 	text: autoDraw = False
75.6658 	EXP 	textbox: autoDraw = False
75.6658 	EXP 	Fixation: autoDraw = True
75.7659 	EXP 	polygon: autoDraw = True
75.8880 	DATA 	Mouse:  Left button up, pos=(412,104)
76.2199 	DATA 	Keypress: space
76.5871 	DATA 	Keypress: space
76.6661 	INFO 	Keyboard events cleared
76.6656 	EXP 	Fixation: autoDraw = False
77.0388 	DATA 	Keypress: space
77.0489 	EXP 	Fixation: autoDraw = False
77.0489 	EXP 	polygon: autoDraw = False
77.1491 	EXP 	Sound beeeep started
77.4851 	EXP 	Sound beeeep stopped
77.4981 	EXP 	text: autoDraw = True
77.4981 	EXP 	textbox: autoDraw = True
79.4903 	DATA 	Keypress: 2
79.7473 	DATA 	Keypress: 0
79.8215 	DATA 	Keypress: 0
80.7018 	DATA 	Mouse: Left button down, pos=(412,104)
80.7091 	EXP 	New trial (rep=1, index=0): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
80.7151 	EXP 	text: autoDraw = False
80.7151 	EXP 	textbox: autoDraw = False
80.7151 	EXP 	Fixation: autoDraw = True
80.8153 	EXP 	polygon: autoDraw = True
80.9190 	DATA 	Mouse:  Left button up, pos=(412,104)
81.1022 	DATA 	Keypress: space
81.4188 	DATA 	Keypress: space
81.7157 	INFO 	Keyboard events cleared
81.7153 	EXP 	Fixation: autoDraw = False
81.7373 	DATA 	Keypress: space
81.7485 	EXP 	Fixation: autoDraw = False
81.7485 	EXP 	polygon: autoDraw = False
82.4481 	EXP 	Sound beeeep started
82.7451 	EXP 	Sound beeeep reached end of file
82.7452 	EXP 	Sound beeeep reached end of file
82.7641 	EXP 	text: autoDraw = True
82.7641 	EXP 	textbox: autoDraw = True
84.0835 	DATA 	Keypress: 8
84.2839 	DATA 	Keypress: 0
84.4513 	DATA 	Keypress: 0
85.2002 	DATA 	Keypress: backspace
85.3545 	DATA 	Keypress: backspace
85.7336 	DATA 	Keypress: 9
85.7367 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
85.7370 	DEBUG 	Uploading Texture Font fontname to graphics card
85.7434 	DEBUG 	Upload of Texture Font fontname complete
85.9000 	DATA 	Keypress: 9
86.3836 	DATA 	Keypress: backspace
86.6001 	DATA 	Keypress: backspace
86.8168 	DATA 	Keypress: backspace
87.1394 	DATA 	Keypress: 9
87.5166 	DATA 	Keypress: 9
87.6385 	DATA 	Keypress: 9
88.6829 	DATA 	Mouse: Left button down, pos=(412,104)
88.6900 	EXP 	New trial (rep=1, index=1): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
88.6973 	EXP 	text: autoDraw = False
88.6973 	EXP 	textbox: autoDraw = False
88.6973 	EXP 	Fixation: autoDraw = True
88.7975 	EXP 	polygon: autoDraw = True
88.9015 	DATA 	Mouse:  Left button up, pos=(412,104)
89.2678 	DATA 	Keypress: space
89.5523 	DATA 	Keypress: space
89.6976 	INFO 	Keyboard events cleared
89.6972 	EXP 	Fixation: autoDraw = False
89.9026 	DATA 	Keypress: space
89.9139 	EXP 	Fixation: autoDraw = False
89.9139 	EXP 	polygon: autoDraw = False
90.0137 	EXP 	Sound beeeep started
90.3231 	EXP 	Sound beeeep stopped
90.3462 	EXP 	text: autoDraw = True
90.3462 	EXP 	textbox: autoDraw = True
91.8493 	DATA 	Keypress: 1
92.8160 	DATA 	Keypress: 5
92.9701 	DATA 	Keypress: 0
93.8658 	DATA 	Mouse: Left button down, pos=(412,104)
93.8727 	EXP 	New trial (rep=1, index=2): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
93.8800 	EXP 	text: autoDraw = False
93.8800 	EXP 	textbox: autoDraw = False
